subset,relpath,env,move_label,act_label,composite_label,split
A_hand,A_hand/LEFT_15_E1.mp4,BrightQuiet,LEFT,NONE,LEFT+NONE,train
A_hand,A_hand/LEFT_15_E3.mp4,DimQuiet,LEFT,NONE,LEFT+NONE,val
A_hand,A_hand/RIGHT_01_E1.mp4,BrightQuiet,RIGHT,NONE,RIGHT+NONE,test
A_hand,A_hand/RIGHT_01_E3.mp4,DimQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_02_E1.mp4,BrightQuiet,RIGHT,NONE,RIGHT+NONE,test
A_hand,A_hand/RIGHT_02_E3.mp4,DimQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_03_E1.mp4,BrightQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_03_E3.mp4,DimQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_04_E1.mp4,BrightQuiet,RIGHT,NONE,RIGHT+NONE,val
A_hand,A_hand/RIGHT_04_E3.mp4,DimQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_05_E1.mp4,BrightQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_05_E3.mp4,DimQuiet,RIGHT,NONE,RIGHT+NONE,val
A_hand,A_hand/RIGHT_06_E1.mp4,BrightQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_06_E3.mp4,DimQuiet,RIGHT,NONE,RIGHT+NONE,test
A_hand,A_hand/RIGHT_07_E1.mp4,BrightQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_07_E3.mp4,DimQuiet,RIGHT,NONE,RIGHT+NONE,test
A_hand,A_hand/RIGHT_08_E1.mp4,BrightQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_08_E3.mp4,DimQuiet,RIGHT,NONE,RIGHT+NONE,val
A_hand,A_hand/RIGHT_09_E1.mp4,BrightQuiet,RIGHT,NONE,RIGHT+NONE,val
A_hand,A_hand/RIGHT_09_E3.mp4,DimQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_10_E1.mp4,BrightQuiet,RIGHT,NONE,RIGHT+NONE,val
A_hand,A_hand/RIGHT_10_E3.mp4,DimQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_11_E1.mp4,BrightQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_11_E3.mp4,DimQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_12_E1.mp4,BrightQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_12_E3.mp4,DimQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_13_E1.mp4,BrightQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_13_E3.mp4,DimQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_14_E1.mp4,BrightQuiet,RIGHT,NONE,RIGHT+NONE,test
A_hand,A_hand/RIGHT_14_E3.mp4,DimQuiet,RIGHT,NONE,RIGHT+NONE,train
A_hand,A_hand/RIGHT_15_E1.mp4,BrightQuiet,RIGHT,NONE,RIGHT+NONE,test
A_hand,A_hand/RIGHT_15_E3.mp4,DimQuiet,RIGHT,NONE,RIGHT+NONE,val
A_hand,A_hand/STOP_01_E1.mp4,BrightQuiet,STOP,NONE,STOP+NONE,train
A_hand,A_hand/STOP_01_E3.mp4,DimQuiet,STOP,NONE,STOP+NONE,train
A_hand,A_hand/STOP_02_E1.mp4,BrightQuiet,STOP,NONE,STOP+NONE,train
A_hand,A_hand/STOP_02_E3.mp4,DimQuiet,STOP,NONE,STOP+NONE,val
A_hand,A_hand/STOP_03_E1.mp4,BrightQuiet,STOP,NONE,STOP+NONE,train
A_hand,A_hand/STOP_03_E3.mp4,DimQuiet,STOP,NONE,STOP+NONE,test
A_hand,A_hand/STOP_04_E1.mp4,BrightQuiet,STOP,NONE,STOP+NONE,val
A_hand,A_hand/STOP_04_E3.mp4,DimQuiet,STOP,NONE,STOP+NONE,train
A_hand,A_hand/STOP_05_E1.mp4,BrightQuiet,STOP,NONE,STOP+NONE,train
A_hand,A_hand/STOP_05_E3.mp4,DimQuiet,STOP,NONE,STOP+NONE,test
A_hand,A_hand/STOP_06_E1.mp4,BrightQuiet,STOP,NONE,STOP+NONE,val
A_hand,A_hand/STOP_06_E3.mp4,DimQuiet,STOP,NONE,STOP+NONE,train
A_hand,A_hand/STOP_07_E1.mp4,BrightQuiet,STOP,NONE,STOP+NONE,train
A_hand,A_hand/STOP_07_E3.mp4,DimQuiet,STOP,NONE,STOP+NONE,train
A_hand,A_hand/STOP_08_E1.mp4,BrightQuiet,STOP,NONE,STOP+NONE,val
A_hand,A_hand/STOP_08_E3.mp4,DimQuiet,STOP,NONE,STOP+NONE,train
A_hand,A_hand/STOP_09_E1.mp4,BrightQuiet,STOP,NONE,STOP+NONE,train
A_hand,A_hand/STOP_09_E3.mp4,DimQuiet,STOP,NONE,STOP+NONE,train
A_hand,A_hand/STOP_10_E1.mp4,BrightQuiet,STOP,NONE,STOP+NONE,train
A_hand,A_hand/STOP_10_E3.mp4,DimQuiet,STOP,NONE,STOP+NONE,test
A_hand,A_hand/STOP_11_E1.mp4,BrightQuiet,STOP,NONE,STOP+NONE,val
A_hand,A_hand/STOP_11_E3.mp4,DimQuiet,STOP,NONE,STOP+NONE,train
A_hand,A_hand/STOP_12_E1.mp4,BrightQuiet,STOP,NONE,STOP+NONE,test
A_hand,A_hand/STOP_12_E3.mp4,DimQuiet,STOP,NONE,STOP+NONE,train
A_hand,A_hand/STOP_13_E1.mp4,BrightQuiet,STOP,NONE,STOP+NONE,train
A_hand,A_hand/STOP_13_E3.mp4,DimQuiet,STOP,NONE,STOP+NONE,test
A_hand,A_hand/STOP_14_E1.mp4,BrightQuiet,STOP,NONE,STOP+NONE,test
A_hand,A_hand/STOP_14_E3.mp4,DimQuiet,STOP,NONE,STOP+NONE,val
A_hand,A_hand/STOP_15_E1.mp4,BrightQuiet,STOP,NONE,STOP+NONE,train
A_hand,A_hand/STOP_15_E3.mp4,DimQuiet,STOP,NONE,STOP+NONE,train
B_voice,B_voice/ATTACK_01_E1.mp4,BrightQuiet,NONE,ATTACK,NONE+ATTACK,train
B_voice,B_voice/ATTACK_01_E2.mp4,BrightFan,NONE,ATTACK,NONE+ATTACK,train
B_voice,B_voice/ATTACK_02_E1.mp4,BrightQuiet,NONE,ATTACK,NONE+ATTACK,train
B_voice,B_voice/ATTACK_02_E2.mp4,BrightFan,NONE,ATTACK,NONE+ATTACK,train
B_voice,B_voice/ATTACK_03_E1.mp4,BrightQuiet,NONE,ATTACK,NONE+ATTACK,train
B_voice,B_voice/ATTACK_03_E2.mp4,BrightFan,NONE,ATTACK,NONE+ATTACK,test
B_voice,B_voice/ATTACK_04_E1.mp4,BrightQuiet,NONE,ATTACK,NONE+ATTACK,train
B_voice,B_voice/ATTACK_04_E2.mp4,BrightFan,NONE,ATTACK,NONE+ATTACK,train
B_voice,B_voice/ATTACK_05_E1.mp4,BrightQuiet,NONE,ATTACK,NONE+ATTACK,train
B_voice,B_voice/ATTACK_05_E2.mp4,BrightFan,NONE,ATTACK,NONE+ATTACK,val
B_voice,B_voice/ATTACK_06_E1.mp4,BrightQuiet,NONE,ATTACK,NONE+ATTACK,train
B_voice,B_voice/ATTACK_06_E2.mp4,BrightFan,NONE,ATTACK,NONE+ATTACK,val
B_voice,B_voice/ATTACK_07_E1.mp4,BrightQuiet,NONE,ATTACK,NONE+ATTACK,test
B_voice,B_voice/ATTACK_07_E2.mp4,BrightFan,NONE,ATTACK,NONE+ATTACK,train
B_voice,B_voice/ATTACK_08_E1.mp4,BrightQuiet,NONE,ATTACK,NONE+ATTACK,test
B_voice,B_voice/ATTACK_08_E2.mp4,BrightFan,NONE,ATTACK,NONE+ATTACK,val
B_voice,B_voice/ATTACK_09_E1.mp4,BrightQuiet,NONE,ATTACK,NONE+ATTACK,val
B_voice,B_voice/ATTACK_09_E2.mp4,BrightFan,NONE,ATTACK,NONE+ATTACK,train
B_voice,B_voice/ATTACK_10_E1.mp4,BrightQuiet,NONE,ATTACK,NONE+ATTACK,train
B_voice,B_voice/ATTACK_10_E2.mp4,BrightFan,NONE,ATTACK,NONE+ATTACK,test
B_voice,B_voice/DEFEND_01_E1.mp4,BrightQuiet,NONE,DEFEND,NONE+DEFEND,train
B_voice,B_voice/DEFEND_01_E2.mp4,BrightFan,NONE,DEFEND,NONE+DEFEND,train
B_voice,B_voice/DEFEND_02_E1.mp4,BrightQuiet,NONE,DEFEND,NONE+DEFEND,test
B_voice,B_voice/DEFEND_02_E2.mp4,BrightFan,NONE,DEFEND,NONE+DEFEND,train
B_voice,B_voice/DEFEND_03_E1.mp4,BrightQuiet,NONE,DEFEND,NONE+DEFEND,train
B_voice,B_voice/DEFEND_03_E2.mp4,BrightFan,NONE,DEFEND,NONE+DEFEND,train
B_voice,B_voice/DEFEND_04_E1.mp4,BrightQuiet,NONE,DEFEND,NONE+DEFEND,test
B_voice,B_voice/DEFEND_04_E2.mp4,BrightFan,NONE,DEFEND,NONE+DEFEND,train
B_voice,B_voice/DEFEND_05_E1.mp4,BrightQuiet,NONE,DEFEND,NONE+DEFEND,val
B_voice,B_voice/DEFEND_05_E2.mp4,BrightFan,NONE,DEFEND,NONE+DEFEND,val
B_voice,B_voice/DEFEND_06_E1.mp4,BrightQuiet,NONE,DEFEND,NONE+DEFEND,train
B_voice,B_voice/DEFEND_06_E2.mp4,BrightFan,NONE,DEFEND,NONE+DEFEND,val
B_voice,B_voice/DEFEND_07_E1.mp4,BrightQuiet,NONE,DEFEND,NONE+DEFEND,test
B_voice,B_voice/DEFEND_07_E2.mp4,BrightFan,NONE,DEFEND,NONE+DEFEND,train
B_voice,B_voice/DEFEND_08_E1.mp4,BrightQuiet,NONE,DEFEND,NONE+DEFEND,test
B_voice,B_voice/DEFEND_08_E2.mp4,BrightFan,NONE,DEFEND,NONE+DEFEND,val
B_voice,B_voice/DEFEND_09_E1.mp4,BrightQuiet,NONE,DEFEND,NONE+DEFEND,train
B_voice,B_voice/DEFEND_09_E2.mp4,BrightFan,NONE,DEFEND,NONE+DEFEND,train
B_voice,B_voice/DEFEND_10_E1.mp4,BrightQuiet,NONE,DEFEND,NONE+DEFEND,train
B_voice,B_voice/DEFEND_10_E2.mp4,BrightFan,NONE,DEFEND,NONE+DEFEND,train
C_fusion,C_fusion/BACKWARD_ATTACK_01_E1.mp4,BrightQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_01_E2.mp4,BrightFan,BACKWARD,ATTACK,BACKWARD+ATTACK,val
C_fusion,C_fusion/BACKWARD_ATTACK_01_E3.mp4,DimQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_01_E4.mp4,DimFan,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_02_E1.mp4,BrightQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,test
C_fusion,C_fusion/BACKWARD_ATTACK_02_E2.mp4,BrightFan,BACKWARD,ATTACK,BACKWARD+ATTACK,test
C_fusion,C_fusion/BACKWARD_ATTACK_02_E3.mp4,DimQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,test
C_fusion,C_fusion/BACKWARD_ATTACK_02_E4.mp4,DimFan,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_03_E1.mp4,BrightQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_03_E2.mp4,BrightFan,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_03_E3.mp4,DimQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_03_E4.mp4,DimFan,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_04_E1.mp4,BrightQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_04_E2.mp4,BrightFan,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_04_E3.mp4,DimQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_04_E4.mp4,DimFan,BACKWARD,ATTACK,BACKWARD+ATTACK,test
C_fusion,C_fusion/BACKWARD_ATTACK_05_E1.mp4,BrightQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_05_E2.mp4,BrightFan,BACKWARD,ATTACK,BACKWARD+ATTACK,val
C_fusion,C_fusion/BACKWARD_ATTACK_05_E3.mp4,DimQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,test
C_fusion,C_fusion/BACKWARD_ATTACK_05_E4.mp4,DimFan,BACKWARD,ATTACK,BACKWARD+ATTACK,val
C_fusion,C_fusion/BACKWARD_ATTACK_06_E1.mp4,BrightQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_06_E2.mp4,BrightFan,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_06_E3.mp4,DimQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_06_E4.mp4,DimFan,BACKWARD,ATTACK,BACKWARD+ATTACK,val
C_fusion,C_fusion/BACKWARD_ATTACK_07_E1.mp4,BrightQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_07_E2.mp4,BrightFan,BACKWARD,ATTACK,BACKWARD+ATTACK,test
C_fusion,C_fusion/BACKWARD_ATTACK_07_E3.mp4,DimQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_07_E4.mp4,DimFan,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_08_E1.mp4,BrightQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,val
C_fusion,C_fusion/BACKWARD_ATTACK_08_E2.mp4,BrightFan,BACKWARD,ATTACK,BACKWARD+ATTACK,val
C_fusion,C_fusion/BACKWARD_ATTACK_08_E3.mp4,DimQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_08_E4.mp4,DimFan,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_09_E1.mp4,BrightQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,val
C_fusion,C_fusion/BACKWARD_ATTACK_09_E2.mp4,BrightFan,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_09_E3.mp4,DimQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,val
C_fusion,C_fusion/BACKWARD_ATTACK_09_E4.mp4,DimFan,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_10_E1.mp4,BrightQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_10_E2.mp4,BrightFan,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_10_E3.mp4,DimQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,test
C_fusion,C_fusion/BACKWARD_ATTACK_10_E4.mp4,DimFan,BACKWARD,ATTACK,BACKWARD+ATTACK,test
C_fusion,C_fusion/BACKWARD_DEFEND_01_E1.mp4,BrightQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,test
C_fusion,C_fusion/BACKWARD_DEFEND_01_E2.mp4,BrightFan,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_01_E3.mp4,DimQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,val
C_fusion,C_fusion/BACKWARD_DEFEND_01_E4.mp4,DimFan,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_02_E1.mp4,BrightQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,test
C_fusion,C_fusion/BACKWARD_DEFEND_02_E2.mp4,BrightFan,BACKWARD,DEFEND,BACKWARD+DEFEND,test
C_fusion,C_fusion/BACKWARD_DEFEND_02_E3.mp4,DimQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,val
C_fusion,C_fusion/BACKWARD_DEFEND_02_E4.mp4,DimFan,BACKWARD,DEFEND,BACKWARD+DEFEND,val
C_fusion,C_fusion/BACKWARD_DEFEND_03_E1.mp4,BrightQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_03_E2.mp4,BrightFan,BACKWARD,DEFEND,BACKWARD+DEFEND,test
C_fusion,C_fusion/BACKWARD_DEFEND_03_E3.mp4,DimQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_03_E4.mp4,DimFan,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_04_E1.mp4,BrightQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_04_E2.mp4,BrightFan,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_04_E3.mp4,DimQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,train
